"month","year","day_type","entry_station","exit_station","avg_trips","date"
9,2013,"Weekday","CL","UC",149.55,2013-09-01
9,2013,"Weekday","CL","FM",250.3,2013-09-01
9,2013,"Weekday","CL","CN",101,2013-09-01
9,2013,"Weekday","CL","PH",95.7,2013-09-01
9,2013,"Weekday","CL","WC",107.6,2013-09-01
9,2013,"Weekday","CL","LF",52.8,2013-09-01
9,2013,"Weekday","CL","OR",38.1,2013-09-01
9,2013,"Weekday","CL","RR",83.45,2013-09-01
9,2013,"Weekday","CL","OW",130.65,2013-09-01
9,2013,"Weekday","CL","EM",716.2,2013-09-01
9,2013,"Weekday","CL","MT",555.9,2013-09-01
9,2013,"Weekday","CL","PL",573.55,2013-09-01
9,2013,"Weekday","CL","CC",413.1,2013-09-01
9,2013,"Weekday","CL","16",137.1,2013-09-01
9,2013,"Weekday","CL","24",137.85,2013-09-01
9,2013,"Weekday","CL","GP",63,2013-09-01
9,2013,"Weekday","CL","BP",85.25,2013-09-01
9,2013,"Weekday","CL","DC",158.35,2013-09-01
9,2013,"Weekday","CL","CM",17.35,2013-09-01
9,2013,"Weekday","CL","CV",107.2,2013-09-01
9,2013,"Weekday","CL","ED",294.75,2013-09-01
9,2013,"Weekday","CL","NC",39.25,2013-09-01
9,2013,"Weekday","CL","WP",132.4,2013-09-01
9,2013,"Weekday","CL","SS",22.1,2013-09-01
9,2013,"Weekday","CL","SB",29,2013-09-01
9,2013,"Weekday","CL","SO",54.95,2013-09-01
9,2013,"Weekday","CL","MB",30.5,2013-09-01
9,2013,"Weekday","CL","WD",138.3,2013-09-01
9,2013,"Weekday","SL","RM",49.95,2013-09-01
9,2013,"Weekday","SL","EN",71.85,2013-09-01
9,2013,"Weekday","SL","EP",28,2013-09-01
9,2013,"Weekday","SL","NB",27.7,2013-09-01
9,2013,"Weekday","SL","BK",225,2013-09-01
9,2013,"Weekday","SL","AS",45.25,2013-09-01
9,2013,"Weekday","SL","MA",128.95,2013-09-01
9,2013,"Weekday","SL","19",229.45,2013-09-01
9,2013,"Weekday","SL","12",340,2013-09-01
9,2013,"Weekday","SL","LM",310.1,2013-09-01
9,2013,"Weekday","SL","FV",261.75,2013-09-01
9,2013,"Weekday","SL","CL",194.45,2013-09-01
9,2013,"Weekday","SL","SL",15.5,2013-09-01
9,2013,"Weekday","SL","BF",131.35,2013-09-01
9,2013,"Weekday","SL","HY",199.5,2013-09-01
9,2013,"Weekday","SL","SH",87.15,2013-09-01
9,2013,"Weekday","SL","UC",96.35,2013-09-01
9,2013,"Weekday","SL","FM",142.65,2013-09-01
9,2013,"Weekday","SL","CN",47.55,2013-09-01
9,2013,"Weekday","SL","PH",23.3,2013-09-01
9,2013,"Weekday","SL","WC",22.45,2013-09-01
9,2013,"Weekday","SL","LF",12.1,2013-09-01
9,2013,"Weekday","SL","OR",10.9,2013-09-01
9,2013,"Weekday","SL","RR",26.45,2013-09-01
9,2013,"Weekday","SL","OW",48.5,2013-09-01
9,2013,"Weekday","SL","EM",902,2013-09-01
9,2013,"Weekday","SL","MT",695.8,2013-09-01
9,2013,"Weekday","SL","PL",439.6,2013-09-01
9,2013,"Weekday","SL","CC",384.05,2013-09-01
9,2013,"Weekday","SL","16",102.4,2013-09-01
9,2013,"Weekday","SL","24",80.75,2013-09-01
9,2013,"Weekday","SL","GP",32.35,2013-09-01
9,2013,"Weekday","SL","BP",68.45,2013-09-01
9,2013,"Weekday","SL","DC",122.55,2013-09-01
9,2013,"Weekday","SL","CM",11.5,2013-09-01
9,2013,"Weekday","SL","CV",50,2013-09-01
9,2013,"Weekday","SL","ED",105.6,2013-09-01
9,2013,"Weekday","SL","NC",11.3,2013-09-01
9,2013,"Weekday","SL","WP",48.65,2013-09-01
9,2013,"Weekday","SL","SS",11.95,2013-09-01
9,2013,"Weekday","SL","SB",16.7,2013-09-01
9,2013,"Weekday","SL","SO",39.65,2013-09-01
9,2013,"Weekday","SL","MB",19.75,2013-09-01
9,2013,"Weekday","SL","WD",49.55,2013-09-01
9,2013,"Weekday","BF","RM",40.3,2013-09-01
9,2013,"Weekday","BF","EN",63.85,2013-09-01
9,2013,"Weekday","BF","EP",22.7,2013-09-01
9,2013,"Weekday","BF","NB",26.5,2013-09-01
9,2013,"Weekday","BF","BK",168.9,2013-09-01
9,2013,"Weekday","BF","AS",44.5,2013-09-01
9,2013,"Weekday","BF","MA",140.25,2013-09-01
9,2013,"Weekday","BF","19",220.25,2013-09-01
9,2013,"Weekday","BF","12",353.5,2013-09-01
9,2013,"Weekday","BF","LM",281.75,2013-09-01
9,2013,"Weekday","BF","FV",316.65,2013-09-01
9,2013,"Weekday","BF","CL",270.25,2013-09-01
9,2013,"Weekday","BF","SL",134.7,2013-09-01
9,2013,"Weekday","BF","BF",14.1,2013-09-01
9,2013,"Weekday","BF","HY",221,2013-09-01
9,2013,"Weekday","BF","SH",114.85,2013-09-01
9,2013,"Weekday","BF","UC",153.85,2013-09-01
9,2013,"Weekday","BF","FM",277.75,2013-09-01
9,2013,"Weekday","BF","CN",32.85,2013-09-01
9,2013,"Weekday","BF","PH",15.7,2013-09-01
9,2013,"Weekday","BF","WC",22.95,2013-09-01
9,2013,"Weekday","BF","LF",5.05,2013-09-01
9,2013,"Weekday","BF","OR",5.65,2013-09-01
9,2013,"Weekday","BF","RR",20.2,2013-09-01
9,2013,"Weekday","BF","OW",63.2,2013-09-01
9,2013,"Weekday","BF","EM",773.65,2013-09-01
9,2013,"Weekday","BF","MT",639.3,2013-09-01
9,2013,"Weekday","BF","PL",429.05,2013-09-01
9,2013,"Weekday","BF","CC",352.35,2013-09-01
9,2013,"Weekday","BF","16",99.5,2013-09-01
9,2013,"Weekday","BF","24",73.55,2013-09-01
9,2013,"Weekday","BF","GP",25.05,2013-09-01
9,2013,"Weekday","BF","BP",53.25,2013-09-01
9,2013,"Weekday","BF","DC",127.7,2013-09-01
9,2013,"Weekday","BF","CM",11.05,2013-09-01
9,2013,"Weekday","BF","CV",75.4,2013-09-01
9,2013,"Weekday","BF","ED",223.75,2013-09-01
9,2013,"Weekday","BF","NC",7.75,2013-09-01
9,2013,"Weekday","BF","WP",29.7,2013-09-01
9,2013,"Weekday","BF","SS",7.9,2013-09-01
9,2013,"Weekday","BF","SB",17.4,2013-09-01
9,2013,"Weekday","BF","SO",25.35,2013-09-01
9,2013,"Weekday","BF","MB",11.6,2013-09-01
9,2013,"Weekday","BF","WD",118.65,2013-09-01
9,2013,"Weekday","HY","RM",39,2013-09-01
9,2013,"Weekday","HY","EN",83.05,2013-09-01
9,2013,"Weekday","HY","EP",29.35,2013-09-01
9,2013,"Weekday","HY","NB",32,2013-09-01
9,2013,"Weekday","HY","BK",178.8,2013-09-01
9,2013,"Weekday","HY","AS",49.15,2013-09-01
9,2013,"Weekday","HY","MA",130.45,2013-09-01
9,2013,"Weekday","HY","19",210.45,2013-09-01
9,2013,"Weekday","HY","12",320.8,2013-09-01
9,2013,"Weekday","HY","LM",188.3,2013-09-01
9,2013,"Weekday","HY","FV",271.9,2013-09-01
9,2013,"Weekday","HY","CL",246.5,2013-09-01
9,2013,"Weekday","HY","SL",188.2,2013-09-01
9,2013,"Weekday","HY","BF",189.4,2013-09-01
9,2013,"Weekday","HY","HY",12.05,2013-09-01
9,2013,"Weekday","HY","SH",118.55,2013-09-01
9,2013,"Weekday","HY","UC",206.65,2013-09-01
9,2013,"Weekday","HY","FM",398.95,2013-09-01
9,2013,"Weekday","HY","CN",37.5,2013-09-01
9,2013,"Weekday","HY","PH",23.15,2013-09-01
9,2013,"Weekday","HY","WC",19.7,2013-09-01
9,2013,"Weekday","HY","LF",10.15,2013-09-01
9,2013,"Weekday","HY","OR",6.8,2013-09-01
9,2013,"Weekday","HY","RR",17.85,2013-09-01
9,2013,"Weekday","HY","OW",38.1,2013-09-01
9,2013,"Weekday","HY","EM",566.8,2013-09-01
9,2013,"Weekday","HY","MT",508.75,2013-09-01
9,2013,"Weekday","HY","PL",302.55,2013-09-01
9,2013,"Weekday","HY","CC",264,2013-09-01
9,2013,"Weekday","HY","16",83.8,2013-09-01
9,2013,"Weekday","HY","24",53.5,2013-09-01
9,2013,"Weekday","HY","GP",26.7,2013-09-01
9,2013,"Weekday","HY","BP",45.1,2013-09-01
9,2013,"Weekday","HY","DC",77.2,2013-09-01
9,2013,"Weekday","HY","CM",9.75,2013-09-01
9,2013,"Weekday","HY","CV",32.8,2013-09-01
9,2013,"Weekday","HY","ED",82.85,2013-09-01
9,2013,"Weekday","HY","NC",11.1,2013-09-01
9,2013,"Weekday","HY","WP",46.75,2013-09-01
9,2013,"Weekday","HY","SS",10.35,2013-09-01
9,2013,"Weekday","HY","SB",11.2,2013-09-01
9,2013,"Weekday","HY","SO",21.95,2013-09-01
9,2013,"Weekday","HY","MB",9.3,2013-09-01
9,2013,"Weekday","HY","WD",43.3,2013-09-01
9,2013,"Weekday","SH","RM",23.85,2013-09-01
9,2013,"Weekday","SH","EN",33.8,2013-09-01
9,2013,"Weekday","SH","EP",13.05,2013-09-01
9,2013,"Weekday","SH","NB",11.35,2013-09-01
9,2013,"Weekday","SH","BK",106.85,2013-09-01
9,2013,"Weekday","SH","AS",32.25,2013-09-01
9,2013,"Weekday","SH","MA",67.75,2013-09-01
9,2013,"Weekday","SH","19",161.15,2013-09-01
9,2013,"Weekday","SH","12",187.7,2013-09-01
9,2013,"Weekday","SH","LM",113.4,2013-09-01
9,2013,"Weekday","SH","FV",106.35,2013-09-01
9,2013,"Weekday","SH","CL",126.2,2013-09-01
9,2013,"Weekday","SH","SL",89.05,2013-09-01
9,2013,"Weekday","SH","BF",116.6,2013-09-01
9,2013,"Weekday","SH","HY",128.5,2013-09-01
9,2013,"Weekday","SH","SH",8.85,2013-09-01
9,2013,"Weekday","SH","UC",86.35,2013-09-01
9,2013,"Weekday","SH","FM",241.5,2013-09-01
9,2013,"Weekday","SH","CN",17.5,2013-09-01
9,2013,"Weekday","SH","PH",13.15,2013-09-01
9,2013,"Weekday","SH","WC",14.75,2013-09-01
9,2013,"Weekday","SH","LF",2.6,2013-09-01
9,2013,"Weekday","SH","OR",3.35,2013-09-01
9,2013,"Weekday","SH","RR",9.75,2013-09-01
9,2013,"Weekday","SH","OW",18.3,2013-09-01
9,2013,"Weekday","SH","EM",489.85,2013-09-01
9,2013,"Weekday","SH","MT",393,2013-09-01
9,2013,"Weekday","SH","PL",219.25,2013-09-01
9,2013,"Weekday","SH","CC",210.8,2013-09-01
9,2013,"Weekday","SH","16",63.2,2013-09-01
9,2013,"Weekday","SH","24",45.55,2013-09-01
9,2013,"Weekday","SH","GP",11.65,2013-09-01
9,2013,"Weekday","SH","BP",29.85,2013-09-01
9,2013,"Weekday","SH","DC",83.2,2013-09-01
9,2013,"Weekday","SH","CM",7.3,2013-09-01
9,2013,"Weekday","SH","CV",28.05,2013-09-01
9,2013,"Weekday","SH","ED",51.2,2013-09-01
9,2013,"Weekday","SH","NC",4.7,2013-09-01
9,2013,"Weekday","SH","WP",17.9,2013-09-01
9,2013,"Weekday","SH","SS",9.75,2013-09-01
9,2013,"Weekday","SH","SB",7.85,2013-09-01
9,2013,"Weekday","SH","SO",14.5,2013-09-01
9,2013,"Weekday","SH","MB",5.55,2013-09-01
9,2013,"Weekday","SH","WD",30.65,2013-09-01
9,2013,"Weekday","UC","RM",15.55,2013-09-01
9,2013,"Weekday","UC","EN",42.15,2013-09-01
9,2013,"Weekday","UC","EP",13.85,2013-09-01
9,2013,"Weekday","UC","NB",18.45,2013-09-01
9,2013,"Weekday","UC","BK",179.15,2013-09-01
9,2013,"Weekday","UC","AS",36.1,2013-09-01
9,2013,"Weekday","UC","MA",96.75,2013-09-01
9,2013,"Weekday","UC","19",204.15,2013-09-01
9,2013,"Weekday","UC","12",246.5,2013-09-01
9,2013,"Weekday","UC","LM",129.8,2013-09-01
9,2013,"Weekday","UC","FV",98.65,2013-09-01
9,2013,"Weekday","UC","CL",142.15,2013-09-01
9,2013,"Weekday","UC","SL",92.55,2013-09-01
9,2013,"Weekday","UC","BF",141.35,2013-09-01
9,2013,"Weekday","UC","HY",200.45,2013-09-01
9,2013,"Weekday","UC","SH",79.7,2013-09-01
9,2013,"Weekday","UC","UC",18.9,2013-09-01
9,2013,"Weekday","UC","FM",224.1,2013-09-01
9,2013,"Weekday","UC","CN",17.15,2013-09-01
9,2013,"Weekday","UC","PH",15.85,2013-09-01
9,2013,"Weekday","UC","WC",18.1,2013-09-01
9,2013,"Weekday","UC","LF",4.05,2013-09-01
9,2013,"Weekday","UC","OR",6.65,2013-09-01
9,2013,"Weekday","UC","RR",12.5,2013-09-01
9,2013,"Weekday","UC","OW",16.2,2013-09-01
9,2013,"Weekday","UC","EM",982.2,2013-09-01
9,2013,"Weekday","UC","MT",751.95,2013-09-01
9,2013,"Weekday","UC","PL",333.6,2013-09-01
9,2013,"Weekday","UC","CC",249.95,2013-09-01
9,2013,"Weekday","UC","16",69.05,2013-09-01
9,2013,"Weekday","UC","24",27.25,2013-09-01
9,2013,"Weekday","UC","GP",12.85,2013-09-01
9,2013,"Weekday","UC","BP",30.2,2013-09-01
9,2013,"Weekday","UC","DC",105.15,2013-09-01
9,2013,"Weekday","UC","CM",10.85,2013-09-01
9,2013,"Weekday","UC","CV",27.45,2013-09-01
9,2013,"Weekday","UC","ED",66.05,2013-09-01
9,2013,"Weekday","UC","NC",5.55,2013-09-01
9,2013,"Weekday","UC","WP",24.25,2013-09-01
9,2013,"Weekday","UC","SS",6.6,2013-09-01
9,2013,"Weekday","UC","SB",7.1,2013-09-01
9,2013,"Weekday","UC","SO",22.5,2013-09-01
9,2013,"Weekday","UC","MB",5.15,2013-09-01
9,2013,"Weekday","UC","WD",27.3,2013-09-01
9,2013,"Weekday","FM","RM",39.45,2013-09-01
9,2013,"Weekday","FM","EN",93.95,2013-09-01
9,2013,"Weekday","FM","EP",49.75,2013-09-01
9,2013,"Weekday","FM","NB",32.05,2013-09-01
9,2013,"Weekday","FM","BK",334.1,2013-09-01
9,2013,"Weekday","FM","AS",70.15,2013-09-01
9,2013,"Weekday","FM","MA",169.95,2013-09-01
9,2013,"Weekday","FM","19",382.95,2013-09-01
9,2013,"Weekday","FM","12",391,2013-09-01
9,2013,"Weekday","FM","LM",191.45,2013-09-01
9,2013,"Weekday","FM","FV",170.65,2013-09-01
9,2013,"Weekday","FM","CL",240.75,2013-09-01
9,2013,"Weekday","FM","SL",138.85,2013-09-01
9,2013,"Weekday","FM","BF",260.95,2013-09-01
9,2013,"Weekday","FM","HY",378.85,2013-09-01
9,2013,"Weekday","FM","SH",217.2,2013-09-01
9,2013,"Weekday","FM","UC",221.15,2013-09-01
9,2013,"Weekday","FM","FM",36.15,2013-09-01
9,2013,"Weekday","FM","CN",34.8,2013-09-01
9,2013,"Weekday","FM","PH",45,2013-09-01
9,2013,"Weekday","FM","WC",33.35,2013-09-01
9,2013,"Weekday","FM","LF",14.65,2013-09-01
9,2013,"Weekday","FM","OR",12.65,2013-09-01
9,2013,"Weekday","FM","RR",40.35,2013-09-01
9,2013,"Weekday","FM","OW",25.35,2013-09-01
9,2013,"Weekday","FM","EM",1956.6,2013-09-01
9,2013,"Weekday","FM","MT",1386.65,2013-09-01
9,2013,"Weekday","FM","PL",588.4,2013-09-01
9,2013,"Weekday","FM","CC",371.15,2013-09-01
9,2013,"Weekday","FM","16",103.4,2013-09-01
9,2013,"Weekday","FM","24",46.3,2013-09-01
9,2013,"Weekday","FM","GP",29.6,2013-09-01
9,2013,"Weekday","FM","BP",41.75,2013-09-01
9,2013,"Weekday","FM","DC",142.35,2013-09-01
9,2013,"Weekday","FM","CM",7.5,2013-09-01
9,2013,"Weekday","FM","CV",40.15,2013-09-01
9,2013,"Weekday","FM","ED",103.55,2013-09-01
9,2013,"Weekday","FM","NC",12.9,2013-09-01
9,2013,"Weekday","FM","WP",43.55,2013-09-01
9,2013,"Weekday","FM","SS",8.15,2013-09-01
9,2013,"Weekday","FM","SB",8.05,2013-09-01
9,2013,"Weekday","FM","SO",49.3,2013-09-01
9,2013,"Weekday","FM","MB",8.3,2013-09-01
9,2013,"Weekday","FM","WD",40.8,2013-09-01
9,2013,"Weekday","CN","RM",28.95,2013-09-01
9,2013,"Weekday","CN","EN",46.1,2013-09-01
9,2013,"Weekday","CN","EP",29.8,2013-09-01
9,2013,"Weekday","CN","NB",20.55,2013-09-01
9,2013,"Weekday","CN","BK",160.45,2013-09-01
9,2013,"Weekday","CN","AS",29,2013-09-01
9,2013,"Weekday","CN","MA",159.35,2013-09-01
9,2013,"Weekday","CN","19",299,2013-09-01
9,2013,"Weekday","CN","12",321.65,2013-09-01
9,2013,"Weekday","CN","LM",41.75,2013-09-01
9,2013,"Weekday","CN","FV",60.7,2013-09-01
9,2013,"Weekday","CN","CL",102.35,2013-09-01
9,2013,"Weekday","CN","SL",46.1,2013-09-01
9,2013,"Weekday","CN","BF",31.85,2013-09-01
9,2013,"Weekday","CN","HY",36,2013-09-01
9,2013,"Weekday","CN","SH",18.75,2013-09-01
9,2013,"Weekday","CN","UC",16.85,2013-09-01
9,2013,"Weekday","CN","FM",34.95,2013-09-01
9,2013,"Weekday","CN","CN",16.8,2013-09-01
9,2013,"Weekday","CN","PH",128.35,2013-09-01
9,2013,"Weekday","CN","WC",374.4,2013-09-01
9,2013,"Weekday","CN","LF",143.1,2013-09-01
9,2013,"Weekday","CN","OR",53.3,2013-09-01
9,2013,"Weekday","CN","RR",93.4,2013-09-01
9,2013,"Weekday","CN","OW",23.65,2013-09-01
9,2013,"Weekday","CN","EM",1072.9,2013-09-01
9,2013,"Weekday","CN","MT",933.75,2013-09-01
9,2013,"Weekday","CN","PL",422,2013-09-01
9,2013,"Weekday","CN","CC",387.95,2013-09-01
9,2013,"Weekday","CN","16",90.95,2013-09-01
9,2013,"Weekday","CN","24",77.4,2013-09-01
9,2013,"Weekday","CN","GP",37.8,2013-09-01
9,2013,"Weekday","CN","BP",55.8,2013-09-01
9,2013,"Weekday","CN","DC",138.3,2013-09-01
9,2013,"Weekday","CN","CM",27.1,2013-09-01
9,2013,"Weekday","CN","CV",6.25,2013-09-01
9,2013,"Weekday","CN","ED",12.2,2013-09-01
9,2013,"Weekday","CN","NC",66.75,2013-09-01
9,2013,"Weekday","CN","WP",442.4,2013-09-01
9,2013,"Weekday","CN","SS",19.8,2013-09-01
9,2013,"Weekday","CN","SB",33.25,2013-09-01
9,2013,"Weekday","CN","SO",116.75,2013-09-01
9,2013,"Weekday","CN","MB",23.7,2013-09-01
9,2013,"Weekday","CN","WD",8.1,2013-09-01
9,2013,"Weekday","PH","RM",16.05,2013-09-01
9,2013,"Weekday","PH","EN",25.25,2013-09-01
9,2013,"Weekday","PH","EP",12.55,2013-09-01
9,2013,"Weekday","PH","NB",18.2,2013-09-01
9,2013,"Weekday","PH","BK",181.55,2013-09-01
9,2013,"Weekday","PH","AS",23.9,2013-09-01
9,2013,"Weekday","PH","MA",132.15,2013-09-01
9,2013,"Weekday","PH","19",353.1,2013-09-01
9,2013,"Weekday","PH","12",326.75,2013-09-01
9,2013,"Weekday","PH","LM",34,2013-09-01
9,2013,"Weekday","PH","FV",35.75,2013-09-01
9,2013,"Weekday","PH","CL",99.1,2013-09-01
9,2013,"Weekday","PH","SL",23.4,2013-09-01
9,2013,"Weekday","PH","BF",15.35,2013-09-01
9,2013,"Weekday","PH","HY",23.9,2013-09-01
9,2013,"Weekday","PH","SH",11.85,2013-09-01
9,2013,"Weekday","PH","UC",14.6,2013-09-01
9,2013,"Weekday","PH","FM",41.15,2013-09-01
9,2013,"Weekday","PH","CN",128.5,2013-09-01
9,2013,"Weekday","PH","PH",16.4,2013-09-01
9,2013,"Weekday","PH","WC",146.55,2013-09-01
9,2013,"Weekday","PH","LF",66.35,2013-09-01
9,2013,"Weekday","PH","OR",36.65,2013-09-01
9,2013,"Weekday","PH","RR",125.55,2013-09-01
9,2013,"Weekday","PH","OW",14.95,2013-09-01
9,2013,"Weekday","PH","EM",1958.25,2013-09-01
9,2013,"Weekday","PH","MT",1525.25,2013-09-01
9,2013,"Weekday","PH","PL",492.1,2013-09-01
9,2013,"Weekday","PH","CC",432.3,2013-09-01
9,2013,"Weekday","PH","16",98.25,2013-09-01
9,2013,"Weekday","PH","24",57.75,2013-09-01
9,2013,"Weekday","PH","GP",46.95,2013-09-01
9,2013,"Weekday","PH","BP",48.55,2013-09-01
9,2013,"Weekday","PH","DC",136.65,2013-09-01
9,2013,"Weekday","PH","CM",16.75,2013-09-01
9,2013,"Weekday","PH","CV",3.45,2013-09-01
9,2013,"Weekday","PH","ED",10.7,2013-09-01
9,2013,"Weekday","PH","NC",45.35,2013-09-01
9,2013,"Weekday","PH","WP",145.25,2013-09-01
9,2013,"Weekday","PH","SS",18.55,2013-09-01
9,2013,"Weekday","PH","SB",27.75,2013-09-01
9,2013,"Weekday","PH","SO",160.7,2013-09-01
9,2013,"Weekday","PH","MB",22.35,2013-09-01
9,2013,"Weekday","PH","WD",5.1,2013-09-01
9,2013,"Weekday","WC","RM",24.6,2013-09-01
9,2013,"Weekday","WC","EN",48.3,2013-09-01
9,2013,"Weekday","WC","EP",29.4,2013-09-01
9,2013,"Weekday","WC","NB",35.2,2013-09-01
9,2013,"Weekday","WC","BK",155.9,2013-09-01
9,2013,"Weekday","WC","AS",34.6,2013-09-01
9,2013,"Weekday","WC","MA",148.05,2013-09-01
9,2013,"Weekday","WC","19",291.8,2013-09-01
9,2013,"Weekday","WC","12",275.45,2013-09-01
9,2013,"Weekday","WC","LM",42.6,2013-09-01
9,2013,"Weekday","WC","FV",54.35,2013-09-01
9,2013,"Weekday","WC","CL",108.65,2013-09-01
9,2013,"Weekday","WC","SL",25.05,2013-09-01
9,2013,"Weekday","WC","BF",22.8,2013-09-01
9,2013,"Weekday","WC","HY",21.6,2013-09-01
9,2013,"Weekday","WC","SH",10.3,2013-09-01
9,2013,"Weekday","WC","UC",19.15,2013-09-01
9,2013,"Weekday","WC","FM",35.95,2013-09-01
9,2013,"Weekday","WC","CN",340.45,2013-09-01
9,2013,"Weekday","WC","PH",147.85,2013-09-01
9,2013,"Weekday","WC","WC",17.85,2013-09-01
9,2013,"Weekday","WC","LF",79.35,2013-09-01
9,2013,"Weekday","WC","OR",53.25,2013-09-01
9,2013,"Weekday","WC","RR",183.85,2013-09-01
9,2013,"Weekday","WC","OW",20.2,2013-09-01
9,2013,"Weekday","WC","EM",1636.95,2013-09-01
9,2013,"Weekday","WC","MT",1171.8,2013-09-01
9,2013,"Weekday","WC","PL",452.6,2013-09-01
9,2013,"Weekday","WC","CC",330.8,2013-09-01
9,2013,"Weekday","WC","16",75.3,2013-09-01
9,2013,"Weekday","WC","24",59.1,2013-09-01
9,2013,"Weekday","WC","GP",48.5,2013-09-01
9,2013,"Weekday","WC","BP",43.2,2013-09-01
9,2013,"Weekday","WC","DC",95.5,2013-09-01
9,2013,"Weekday","WC","CM",24.15,2013-09-01
9,2013,"Weekday","WC","CV",9.4,2013-09-01
9,2013,"Weekday","WC","ED",7.6,2013-09-01
9,2013,"Weekday","WC","NC",74.9,2013-09-01
9,2013,"Weekday","WC","WP",282.7,2013-09-01
9,2013,"Weekday","WC","SS",23.45,2013-09-01
9,2013,"Weekday","WC","SB",26.05,2013-09-01
9,2013,"Weekday","WC","SO",184.1,2013-09-01
9,2013,"Weekday","WC","MB",32,2013-09-01
9,2013,"Weekday","WC","WD",3.8,2013-09-01
9,2013,"Weekday","LF","RM",14.35,2013-09-01
9,2013,"Weekday","LF","EN",13.2,2013-09-01
9,2013,"Weekday","LF","EP",10.65,2013-09-01
9,2013,"Weekday","LF","NB",11.75,2013-09-01
9,2013,"Weekday","LF","BK",99.6,2013-09-01
9,2013,"Weekday","LF","AS",11.65,2013-09-01
9,2013,"Weekday","LF","MA",60.4,2013-09-01
9,2013,"Weekday","LF","19",163.3,2013-09-01
9,2013,"Weekday","LF","12",167.9,2013-09-01
9,2013,"Weekday","LF","LM",15.85,2013-09-01
9,2013,"Weekday","LF","FV",24.5,2013-09-01
9,2013,"Weekday","LF","CL",54.3,2013-09-01
9,2013,"Weekday","LF","SL",12.15,2013-09-01
9,2013,"Weekday","LF","BF",7.65,2013-09-01
9,2013,"Weekday","LF","HY",8.9,2013-09-01
9,2013,"Weekday","LF","SH",2.15,2013-09-01
9,2013,"Weekday","LF","UC",4.45,2013-09-01
9,2013,"Weekday","LF","FM",16.9,2013-09-01
9,2013,"Weekday","LF","CN",124.2,2013-09-01
9,2013,"Weekday","LF","PH",50.55,2013-09-01
9,2013,"Weekday","LF","WC",74.35,2013-09-01
9,2013,"Weekday","LF","LF",13.3,2013-09-01
9,2013,"Weekday","LF","OR",19.65,2013-09-01
9,2013,"Weekday","LF","RR",90.2,2013-09-01
9,2013,"Weekday","LF","OW",6.45,2013-09-01
9,2013,"Weekday","LF","EM",1110.5,2013-09-01
9,2013,"Weekday","LF","MT",793.8,2013-09-01
9,2013,"Weekday","LF","PL",240.15,2013-09-01
9,2013,"Weekday","LF","CC",207.55,2013-09-01
9,2013,"Weekday","LF","16",41.65,2013-09-01
9,2013,"Weekday","LF","24",28.2,2013-09-01
9,2013,"Weekday","LF","GP",15.6,2013-09-01
9,2013,"Weekday","LF","BP",15.6,2013-09-01
9,2013,"Weekday","LF","DC",33.1,2013-09-01
9,2013,"Weekday","LF","CM",7.25,2013-09-01
9,2013,"Weekday","LF","CV",3.1,2013-09-01
9,2013,"Weekday","LF","ED",4.55,2013-09-01
9,2013,"Weekday","LF","NC",17.85,2013-09-01
9,2013,"Weekday","LF","WP",48.9,2013-09-01
9,2013,"Weekday","LF","SS",5.25,2013-09-01
9,2013,"Weekday","LF","SB",9.5,2013-09-01
9,2013,"Weekday","LF","SO",90.1,2013-09-01
9,2013,"Weekday","LF","MB",12.8,2013-09-01
9,2013,"Weekday","LF","WD",2.35,2013-09-01
9,2013,"Weekday","OR","RM",13.3,2013-09-01
9,2013,"Weekday","OR","EN",13.7,2013-09-01
9,2013,"Weekday","OR","EP",11.65,2013-09-01
9,2013,"Weekday","OR","NB",12.9,2013-09-01
9,2013,"Weekday","OR","BK",69.4,2013-09-01
9,2013,"Weekday","OR","AS",9.6,2013-09-01
9,2013,"Weekday","OR","MA",47.8,2013-09-01
9,2013,"Weekday","OR","19",113.5,2013-09-01
9,2013,"Weekday","OR","12",107.65,2013-09-01
9,2013,"Weekday","OR","LM",11.15,2013-09-01
9,2013,"Weekday","OR","FV",41.5,2013-09-01
9,2013,"Weekday","OR","CL",40.2,2013-09-01
9,2013,"Weekday","OR","SL",11.2,2013-09-01
9,2013,"Weekday","OR","BF",7.35,2013-09-01
9,2013,"Weekday","OR","HY",6.45,2013-09-01
9,2013,"Weekday","OR","SH",3.3,2013-09-01
9,2013,"Weekday","OR","UC",6.65,2013-09-01
9,2013,"Weekday","OR","FM",13.8,2013-09-01
9,2013,"Weekday","OR","CN",49.5,2013-09-01
9,2013,"Weekday","OR","PH",32.1,2013-09-01
9,2013,"Weekday","OR","WC",53.1,2013-09-01
9,2013,"Weekday","OR","LF",17.25,2013-09-01
9,2013,"Weekday","OR","OR",16.1,2013-09-01
9,2013,"Weekday","OR","RR",88.2,2013-09-01
9,2013,"Weekday","OR","OW",6.25,2013-09-01
9,2013,"Weekday","OR","EM",884.65,2013-09-01
9,2013,"Weekday","OR","MT",642.6,2013-09-01
9,2013,"Weekday","OR","PL",176.75,2013-09-01
9,2013,"Weekday","OR","CC",174.6,2013-09-01
9,2013,"Weekday","OR","16",35.75,2013-09-01
9,2013,"Weekday","OR","24",24.25,2013-09-01
9,2013,"Weekday","OR","GP",18.4,2013-09-01
9,2013,"Weekday","OR","BP",17.1,2013-09-01
